Rank,GameID,GameName,Cost,Country,Datetime
1,570,Dota 2,Free To Play,RU,2024-08-16 12:05
2,730,Counter-Strike 2,Free To Play,RU,2024-08-16 12:05
3,594650,Hunt: Showdown 1896,NT$ 639.00,RU,2024-08-16 12:05
4,578080,PUBG: BATTLEGROUNDS,Free To Play,RU,2024-08-16 12:05
5,1575940,Sins of a Solar Empire II,NT$ 596.00,RU,2024-08-16 12:05
6,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",RU,2024-08-16 12:05
7,1313140,Cult of the Lamb,NT$ 244.00,RU,2024-08-16 12:05
8,2358720,Black Myth: Wukong,"NT$ 1,280.00",RU,2024-08-16 12:05
9,252490,Rust,NT$ 694.00,RU,2024-08-16 12:05
10,1316680,VLADiK BRUTAL,NT$ 203.00,RU,2024-08-16 12:05
11,2162800,shapez 2,NT$ 326.00,RU,2024-08-16 12:05
12,1086940,Baldur's Gate 3,"NT$ 1,599.00",RU,2024-08-16 12:05
13,2074920,The First Descendant,Free To Play,RU,2024-08-16 12:05
15,739630,Phasmophobia,NT$ 248.00,RU,2024-08-16 12:05
16,440,Team Fortress 2,Free To Play,RU,2024-08-16 12:05
17,1040200,Crime Scene Cleaner,NT$ 288.00,RU,2024-08-16 12:05
18,1245620,ELDEN RING,"NT$ 1,790.00",RU,2024-08-16 12:05
19,2139460,Once Human,Free To Play,RU,2024-08-16 12:05
20,1818450,STALCRAFT: X,Free To Play,RU,2024-08-16 12:05
21,238960,Path of Exile(not available in your region),Free To Play,RU,2024-08-16 12:05
22,2881650,Content Warning,NT$ 152.00,RU,2024-08-16 12:05
23,427410,Abiotic Factor,NT$ 408.00,RU,2024-08-16 12:05
24,548430,Deep Rock Galactic,NT$ 438.00,RU,2024-08-16 12:05
25,1627720,Lies of P,NT$ 838.00,RU,2024-08-16 12:05
26,2608270,Intravenous 2,NT$ 295.00,RU,2024-08-16 12:05
27,1203220,NARAKA: BLADEPOINT,Free To Play,RU,2024-08-16 12:05
28,431960,Wallpaper Engine,NT$ 120.00,RU,2024-08-16 12:05
29,242640,Styx: Master of Shadows,NT$ 56.00,RU,2024-08-16 12:05
30,2808930,Lust Goddess(hidden by your preferences),Free To Play,RU,2024-08-16 12:05
31,227300,Euro Truck Simulator 2,NT$ 428.00,RU,2024-08-16 12:05
32,2567870,Chained Together,NT$ 102.00,RU,2024-08-16 12:05
33,2890190,Cult of the Lamb: Pilgrim Pack,NT$ 138.00,RU,2024-08-16 12:05
34,546560,Half-Life: Alyx,NT$ 305.00,RU,2024-08-16 12:05
35,766570,Russian Fishing 4,Free To Play,RU,2024-08-16 12:05
36,244210,Assetto Corsa,NT$ 79.00,RU,2024-08-16 12:05
37,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,RU,2024-08-16 12:05
38,221100,DayZ,"NT$ 1,499.00",RU,2024-08-16 12:05
39,2016590,Dark and Darker,Free To Play,RU,2024-08-16 12:05
41,805550,Assetto Corsa Competizione,NT$ 349.00,RU,2024-08-16 12:05
42,413150,Stardew Valley,NT$ 398.00,RU,2024-08-16 12:05
43,1966720,Lethal Company,NT$ 188.00,RU,2024-08-16 12:05
