Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",GB,2024-08-23 12:05
2,1675200,Steam Deck,"NT$ 1,280.00",GB,2024-08-23 12:05
3,730,Counter-Strike 2,Free To Play,GB,2024-08-23 12:05
4,1043810,Tactical Breach Wizards,NT$ 295.00,GB,2024-08-23 12:05
5,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",GB,2024-08-23 12:05
6,230410,Warframe,Free To Play,GB,2024-08-23 12:05
7,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",GB,2024-08-23 12:05
8,2139460,Once Human,Free To Play,GB,2024-08-23 12:05
9,570,Dota 2,Free To Play,GB,2024-08-23 12:05
10,2344520,Diablo® IV,NT$ 945.00,GB,2024-08-23 12:05
11,236390,War Thunder,Free To Play,GB,2024-08-23 12:05
12,1575940,Sins of a Solar Empire II,NT$ 596.00,GB,2024-08-23 12:05
13,1086940,Baldur's Gate 3,"NT$ 1,599.00",GB,2024-08-23 12:05
14,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",GB,2024-08-23 12:05
15,1030840,Mafia: Definitive Edition,NT$ 238.00,GB,2024-08-23 12:05
16,1172470,Apex Legends™,Free To Play,GB,2024-08-23 12:05
17,1040200,Crime Scene Cleaner,NT$ 288.00,GB,2024-08-23 12:05
19,2074920,The First Descendant,Free To Play,GB,2024-08-23 12:05
20,397540,Borderlands 3,NT$ 773.00,GB,2024-08-23 12:05
21,2162800,shapez 2,NT$ 326.00,GB,2024-08-23 12:05
22,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",GB,2024-08-23 12:05
23,39210,FINAL FANTASY XIV Online(not available in your region),"NT$ 1,755.00",GB,2024-08-23 12:05
24,381210,Dead by Daylight,NT$ 379.00,GB,2024-08-23 12:05
25,252490,Rust,NT$ 694.00,GB,2024-08-23 12:05
26,306130,The Elder Scrolls® Online,NT$ 599.00,GB,2024-08-23 12:05
27,1245620,ELDEN RING,"NT$ 1,790.00",GB,2024-08-23 12:05
29,2967990,Train Sim World® 5,NT$ 746.00,GB,2024-08-23 12:05
30,271590,Grand Theft Auto V,NT$ 480.00,GB,2024-08-23 12:05
31,289070,Sid Meier’s Civilization® VI,NT$ 179.00,GB,2024-08-23 12:05
32,578080,PUBG: BATTLEGROUNDS,Free To Play,GB,2024-08-23 12:05
34,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,GB,2024-08-23 12:05
35,2357570,Overwatch® 2,Free To Play,GB,2024-08-23 12:05
36,2406770,Bodycam,NT$ 452.00,GB,2024-08-23 12:05
37,2853730,Skull and Bones,NT$ 716.00,GB,2024-08-23 12:05
38,1151340,Fallout 76,"NT$ 1,199.00",GB,2024-08-23 12:05
39,440,Team Fortress 2,Free To Play,GB,2024-08-23 12:05
40,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,GB,2024-08-23 12:05
41,1401590,Disney Dreamlight Valley,"NT$ 1,019.00",GB,2024-08-23 12:05
42,582010,Monster Hunter: World,NT$ 303.00,GB,2024-08-23 12:05
43,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",GB,2024-08-23 12:05
44,1091500,Cyberpunk 2077,"NT$ 1,599.00",GB,2024-08-23 12:05
45,594650,Hunt: Showdown 1896,NT$ 799.00,GB,2024-08-23 12:05
46,227300,Euro Truck Simulator 2,NT$ 428.00,GB,2024-08-23 12:05
47,1289670,EA Play,NT$ 169.00,GB,2024-08-23 12:05
48,1845910,Dragon Age™: The Veilguard,"NT$ 1,799.00",GB,2024-08-23 12:05
50,1446780,MONSTER HUNTER RISE,NT$ 280.00,GB,2024-08-23 12:05
51,1222670,The Sims™ 4,Free To Play,GB,2024-08-23 12:05
52,1158310,Crusader Kings III,"NT$ 1,268.00",GB,2024-08-23 12:05
53,238960,Path of Exile(not available in your region),"NT$ 1,268.00",GB,2024-08-23 12:05
54,2780980,LOCKDOWN Protocol,NT$ 188.00,GB,2024-08-23 12:05
55,1599340,Lost Ark(not available in your region),NT$ 188.00,GB,2024-08-23 12:05
56,1085660,Destiny 2,Free To Play,GB,2024-08-23 12:05
57,1250410,Microsoft Flight Simulator 40th Anniversary Edition,"NT$ 1,690.00",GB,2024-08-23 12:05
58,1973530,Limbus Company,Free To Play,GB,2024-08-23 12:05
59,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",GB,2024-08-23 12:05
60,1962663,Call of Duty®: Warzone™,Free To Play,GB,2024-08-23 12:05
61,1934680,Age of Mythology: Retold,"NT$ 1,018.00",GB,2024-08-23 12:05
62,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",GB,2024-08-23 12:05
63,2142790,Fields of Mistria,NT$ 248.00,GB,2024-08-23 12:05
